,Initialdate,Area_Km2,CountryName,Continent,Region
16104,2022-02-14,34.474679709,Mozambique,Africa,Eastern Africa
16105,2022-02-15,34.474679709,Mozambique,Africa,Eastern Africa
16106,2022-02-16,34.474679709,Mozambique,Africa,Eastern Africa
16107,2022-02-17,38.327898308,Mozambique,Africa,Eastern Africa
16108,2022-02-18,39.185870526,Mozambique,Africa,Eastern Africa
16109,2022-02-19,16.918173455999998,Mozambique,Africa,Eastern Africa
16110,2022-02-20,18.202800512,Mozambique,Africa,Eastern Africa
16111,2022-02-21,26.555345701999997,Mozambique,Africa,Eastern Africa
16112,2022-02-22,35.333665317999994,Mozambique,Africa,Eastern Africa
16113,2022-02-23,59.75423003899999,Mozambique,Africa,Eastern Africa
16114,2022-02-24,89.301628557,Mozambique,Africa,Eastern Africa
16115,2022-02-25,107.71619650100001,Mozambique,Africa,Eastern Africa
16116,2022-02-26,131.055575692,Mozambique,Africa,Eastern Africa
16117,2022-02-27,126.34530430300002,Mozambique,Africa,Eastern Africa
16118,2022-02-28,132.983329878,Mozambique,Africa,Eastern Africa
16119,2022-03-01,147.32605707599998,Mozambique,Africa,Eastern Africa
16120,2022-03-02,165.316993975,Mozambique,Africa,Eastern Africa
16121,2022-03-03,161.463787493,Mozambique,Africa,Eastern Africa
16122,2022-03-04,171.31218192400001,Mozambique,Africa,Eastern Africa
16123,2022-03-05,114.99065069599999,Mozambique,Africa,Eastern Africa
16124,2022-03-06,109.85227361099999,Mozambique,Africa,Eastern Africa
16125,2022-03-07,107.06783119799996,Mozambique,Africa,Eastern Africa
16126,2022-03-08,86.51114742799997,Mozambique,Africa,Eastern Africa
16127,2022-03-09,70.02011500799999,Mozambique,Africa,Eastern Africa
16128,2022-03-10,75.59181439499999,Mozambique,Africa,Eastern Africa
16129,2022-03-11,80.94703451,Mozambique,Africa,Eastern Africa
16130,2022-03-12,74.736793677,Mozambique,Africa,Eastern Africa
16131,2022-03-13,95.934150129,Mozambique,Africa,Eastern Africa
16132,2022-03-14,48.615247983,Mozambique,Africa,Eastern Africa
16133,2022-03-15,42.617931332,Mozambique,Africa,Eastern Africa
16134,2022-03-16,40.262515084,Mozambique,Africa,Eastern Africa
16135,2022-03-17,40.262515084,Mozambique,Africa,Eastern Africa
16136,2022-03-18,44.542685783,Mozambique,Africa,Eastern Africa
16137,2022-03-19,49.253562225,Mozambique,Africa,Eastern Africa
16138,2022-03-20,54.180440712999996,Mozambique,Africa,Eastern Africa
16139,2022-03-21,49.681701819999994,Mozambique,Africa,Eastern Africa
16140,2022-03-22,92.51981547099999,Mozambique,Africa,Eastern Africa
16141,2022-03-23,92.520089768,Mozambique,Africa,Eastern Africa
16142,2022-03-24,91.021575766,Mozambique,Africa,Eastern Africa
16143,2022-03-25,98.307068195,Mozambique,Africa,Eastern Africa
16144,2022-03-26,96.379121134,Mozambique,Africa,Eastern Africa
16145,2022-03-27,96.379121134,Mozambique,Africa,Eastern Africa
16146,2022-03-28,96.379121134,Mozambique,Africa,Eastern Africa
16147,2022-03-29,96.379121134,Mozambique,Africa,Eastern Africa
16148,2022-03-30,52.265019803,Mozambique,Africa,Eastern Africa
16149,2022-03-31,50.979851853,Mozambique,Africa,Eastern Africa
16150,2022-04-01,42.41466500999999,Mozambique,Africa,Eastern Africa
16151,2022-04-02,42.41466500999999,Mozambique,Africa,Eastern Africa
16152,2022-04-03,44.55668609199999,Mozambique,Africa,Eastern Africa
16153,2022-04-04,60.408664400999996,Mozambique,Africa,Eastern Africa
16154,2022-04-05,62.550669936,Mozambique,Africa,Eastern Africa
16155,2022-04-06,80.330327955,Mozambique,Africa,Eastern Africa
16156,2022-04-07,76.688785435,Mozambique,Africa,Eastern Africa
16157,2022-04-08,82.474235666,Mozambique,Africa,Eastern Africa
16158,2022-04-09,81.18941765000001,Mozambique,Africa,Eastern Africa
16159,2022-04-10,26.133067857,Mozambique,Africa,Eastern Africa
16160,2022-04-11,26.133067857,Mozambique,Africa,Eastern Africa
16161,2022-04-12,26.133067857,Mozambique,Africa,Eastern Africa
16162,2022-04-13,26.133067857,Mozambique,Africa,Eastern Africa
16163,2022-04-14,17.563645574000002,Mozambique,Africa,Eastern Africa
16164,2022-04-15,2.995349766,Mozambique,Africa,Eastern Africa
16165,2022-04-16,2.995349766,Mozambique,Africa,Eastern Africa
16166,2022-04-17,1.069758199,Mozambique,Africa,Eastern Africa
16167,2022-04-18,1.069758199,Mozambique,Africa,Eastern Africa
16168,2022-04-19,4.498323338,Mozambique,Africa,Eastern Africa
16169,2022-04-20,5.994951844999999,Mozambique,Africa,Eastern Africa
16170,2022-04-21,1.496628507,Mozambique,Africa,Eastern Africa
16171,2022-04-22,1.496628507,Mozambique,Africa,Eastern Africa
16172,2022-04-23,1.496628507,Mozambique,Africa,Eastern Africa
16173,2022-04-24,0.0,Mozambique,Africa,Eastern Africa
16174,2022-04-25,0.0,Mozambique,Africa,Eastern Africa
16175,2022-04-26,17.12302504,Mozambique,Africa,Eastern Africa
16176,2022-04-27,17.12302504,Mozambique,Africa,Eastern Africa
16177,2022-04-28,21.190526233,Mozambique,Africa,Eastern Africa
16178,2022-04-29,22.047010113,Mozambique,Africa,Eastern Africa
16179,2022-04-30,19.050177716,Mozambique,Africa,Eastern Africa
16180,2022-05-01,17.12302504,Mozambique,Africa,Eastern Africa
16181,2022-05-02,19.692803771,Mozambique,Africa,Eastern Africa
16182,2022-05-03,19.692803771,Mozambique,Africa,Eastern Africa
16183,2022-05-04,21.833712161,Mozambique,Africa,Eastern Africa
16184,2022-05-05,20.334997561,Mozambique,Africa,Eastern Africa
16185,2022-05-06,22.262388001,Mozambique,Africa,Eastern Africa
16186,2022-05-07,75.531044171,Mozambique,Africa,Eastern Africa
16187,2022-05-08,75.74463778900001,Mozambique,Africa,Eastern Africa
16188,2022-05-09,76.814418907,Mozambique,Africa,Eastern Africa
16189,2022-05-10,133.297035296,Mozambique,Africa,Eastern Africa
16190,2022-05-11,139.28792085599997,Mozambique,Africa,Eastern Africa
16191,2022-05-12,154.91739193899997,Mozambique,Africa,Eastern Africa
16192,2022-05-13,153.847610821,Mozambique,Africa,Eastern Africa
16193,2022-05-14,168.408403122,Mozambique,Africa,Eastern Africa
16194,2022-05-15,166.267419064,Mozambique,Africa,Eastern Africa
16195,2022-05-16,218.25905674099997,Mozambique,Africa,Eastern Africa
16196,2022-05-17,217.40121529799995,Mozambique,Africa,Eastern Africa
16197,2022-05-18,217.40121529799995,Mozambique,Africa,Eastern Africa
16198,2022-05-19,222.10656164799994,Mozambique,Africa,Eastern Africa
16199,2022-05-20,234.94433116799996,Mozambique,Africa,Eastern Africa
16200,2022-05-21,248.20834279599995,Mozambique,Africa,Eastern Africa
16201,2022-05-22,259.54804885799996,Mozambique,Africa,Eastern Africa
16202,2022-05-23,257.4036804439999,Mozambique,Africa,Eastern Africa
16203,2022-05-24,252.26944030199994,Mozambique,Africa,Eastern Africa
16204,2022-05-25,276.23462788599994,Mozambique,Africa,Eastern Africa
16205,2022-05-26,257.82501162799997,Mozambique,Africa,Eastern Africa
16206,2022-05-27,273.2326389969999,Mozambique,Africa,Eastern Africa
16207,2022-05-28,281.78949438199993,Mozambique,Africa,Eastern Africa
16208,2022-05-29,281.367684903,Mozambique,Africa,Eastern Africa
16209,2022-05-30,291.645046953,Mozambique,Africa,Eastern Africa
16210,2022-05-31,290.788607081,Mozambique,Africa,Eastern Africa
16211,2022-06-01,280.517006914,Mozambique,Africa,Eastern Africa
16212,2022-06-02,247.99078866799996,Mozambique,Africa,Eastern Africa
16213,2022-06-03,243.91997927099996,Mozambique,Africa,Eastern Africa
16214,2022-06-04,258.897040677,Mozambique,Africa,Eastern Africa
16215,2022-06-05,245.837833926,Mozambique,Africa,Eastern Africa
16216,2022-06-06,199.397851015,Mozambique,Africa,Eastern Africa
16217,2022-06-07,197.04646639099997,Mozambique,Africa,Eastern Africa
16218,2022-06-08,200.682643571,Mozambique,Africa,Eastern Africa
16219,2022-06-09,50.90931495999999,Mozambique,Africa,Eastern Africa
16220,2022-06-10,52.200944940999996,Mozambique,Africa,Eastern Africa
16221,2022-06-11,47.06831576300001,Mozambique,Africa,Eastern Africa
16222,2022-06-12,68.67404182500002,Mozambique,Africa,Eastern Africa
16223,2022-06-13,98.208440989,Mozambique,Africa,Eastern Africa
16224,2022-06-14,109.754692044,Mozambique,Africa,Eastern Africa
16225,2022-06-15,169.882441644,Mozambique,Africa,Eastern Africa
16226,2022-06-16,136.92462617699996,Mozambique,Africa,Eastern Africa
16227,2022-06-17,191.252847688,Mozambique,Africa,Eastern Africa
16228,2022-06-18,197.03655778300006,Mozambique,Africa,Eastern Africa
16229,2022-06-19,231.24681234199994,Mozambique,Africa,Eastern Africa
16230,2022-06-20,228.88845681400005,Mozambique,Africa,Eastern Africa
16231,2022-06-21,232.94445886800003,Mozambique,Africa,Eastern Africa
16232,2022-06-22,240.64095995700006,Mozambique,Africa,Eastern Africa
16233,2022-06-23,276.56334039300003,Mozambique,Africa,Eastern Africa
16234,2022-06-24,383.90841168199984,Mozambique,Africa,Eastern Africa
16235,2022-06-25,424.738066801,Mozambique,Africa,Eastern Africa
16236,2022-06-26,469.647661098,Mozambique,Africa,Eastern Africa
16237,2022-06-27,529.319213856,Mozambique,Africa,Eastern Africa
16238,2022-06-28,618.0626778750001,Mozambique,Africa,Eastern Africa
16239,2022-06-29,633.2517867690001,Mozambique,Africa,Eastern Africa
16240,2022-06-30,673.6706267070002,Mozambique,Africa,Eastern Africa
16241,2022-07-01,748.2942098180001,Mozambique,Africa,Eastern Africa
16242,2022-07-02,793.019397568,Mozambique,Africa,Eastern Africa
16243,2022-07-03,825.318902729,Mozambique,Africa,Eastern Africa
16244,2022-07-04,826.6043027379999,Mozambique,Africa,Eastern Africa
16245,2022-07-05,983.5852818960001,Mozambique,Africa,Eastern Africa
16246,2022-07-06,1230.4650712720002,Mozambique,Africa,Eastern Africa
16247,2022-07-07,1394.76682048,Mozambique,Africa,Eastern Africa
16248,2022-07-08,1690.1797747179992,Mozambique,Africa,Eastern Africa
16249,2022-07-09,1836.6543230389998,Mozambique,Africa,Eastern Africa
16250,2022-07-10,2137.152306791,Mozambique,Africa,Eastern Africa
16251,2022-07-11,2147.4072148919986,Mozambique,Africa,Eastern Africa
16252,2022-07-12,2320.0205819450002,Mozambique,Africa,Eastern Africa
16253,2022-07-13,2279.6325906719994,Mozambique,Africa,Eastern Africa
16254,2022-07-14,2273.6509724039993,Mozambique,Africa,Eastern Africa
16255,2022-07-15,2265.647746295,Mozambique,Africa,Eastern Africa
16256,2022-07-16,2308.3958642549987,Mozambique,Africa,Eastern Africa
16257,2022-07-17,2143.7493394570006,Mozambique,Africa,Eastern Africa
16258,2022-07-18,2291.1380570869983,Mozambique,Africa,Eastern Africa
16259,2022-07-19,2360.6433125039994,Mozambique,Africa,Eastern Africa
16260,2022-07-20,2790.9554727639993,Mozambique,Africa,Eastern Africa
16261,2022-07-21,2729.913805256,Mozambique,Africa,Eastern Africa
16262,2022-07-22,2756.475225441001,Mozambique,Africa,Eastern Africa
16263,2022-07-23,2899.8138953760003,Mozambique,Africa,Eastern Africa
16264,2022-07-24,3008.999139398999,Mozambique,Africa,Eastern Africa
16265,2022-07-25,2701.003993654997,Mozambique,Africa,Eastern Africa
16266,2022-07-26,3933.7094146679956,Mozambique,Africa,Eastern Africa
16267,2022-07-27,3935.4017604649966,Mozambique,Africa,Eastern Africa
16268,2022-07-28,3920.862458243998,Mozambique,Africa,Eastern Africa
16269,2022-07-29,4357.955383416,Mozambique,Africa,Eastern Africa
16270,2022-07-30,4942.360082214,Mozambique,Africa,Eastern Africa
16271,2022-07-31,6031.1869823500065,Mozambique,Africa,Eastern Africa
16272,2022-08-01,6106.175079174007,Mozambique,Africa,Eastern Africa
16273,2022-08-02,6699.002556073004,Mozambique,Africa,Eastern Africa
16274,2022-08-03,10729.023896324004,Mozambique,Africa,Eastern Africa
16275,2022-08-04,10995.599990893,Mozambique,Africa,Eastern Africa
16276,2022-08-05,11573.349220536003,Mozambique,Africa,Eastern Africa
16277,2022-08-06,12632.366736351994,Mozambique,Africa,Eastern Africa
16278,2022-08-07,14347.107788195994,Mozambique,Africa,Eastern Africa
16279,2022-08-08,14919.612285080997,Mozambique,Africa,Eastern Africa
16280,2022-08-09,16344.222013105,Mozambique,Africa,Eastern Africa
16281,2022-08-10,16314.266648635,Mozambique,Africa,Eastern Africa
16282,2022-08-11,17805.670061733,Mozambique,Africa,Eastern Africa
16283,2022-08-12,18867.53805716801,Mozambique,Africa,Eastern Africa
16284,2022-08-13,20729.411304631027,Mozambique,Africa,Eastern Africa
16285,2022-08-14,21488.520117425003,Mozambique,Africa,Eastern Africa
16286,2022-08-15,21523.832053607017,Mozambique,Africa,Eastern Africa
16287,2022-08-16,23105.08958599,Mozambique,Africa,Eastern Africa
16288,2022-08-17,23608.91107223496,Mozambique,Africa,Eastern Africa
16289,2022-08-18,25322.232406964955,Mozambique,Africa,Eastern Africa
16290,2022-08-19,24673.134743788978,Mozambique,Africa,Eastern Africa
16291,2022-08-20,25399.319986508974,Mozambique,Africa,Eastern Africa
16292,2022-08-21,24433.09370451799,Mozambique,Africa,Eastern Africa
16293,2022-08-22,23434.525346714003,Mozambique,Africa,Eastern Africa
16294,2022-08-23,23725.470215440975,Mozambique,Africa,Eastern Africa
16295,2022-08-24,23933.210580829986,Mozambique,Africa,Eastern Africa
16296,2022-08-25,26240.07026576404,Mozambique,Africa,Eastern Africa
16297,2022-08-26,28026.77171304103,Mozambique,Africa,Eastern Africa
16298,2022-08-27,29210.388955247046,Mozambique,Africa,Eastern Africa
16299,2022-08-28,29928.18494352505,Mozambique,Africa,Eastern Africa
16300,2022-08-29,30597.04782910307,Mozambique,Africa,Eastern Africa
16301,2022-08-30,31346.088746446025,Mozambique,Africa,Eastern Africa
16302,2022-08-31,31519.355966098,Mozambique,Africa,Eastern Africa
16303,2022-09-01,32055.23650891502,Mozambique,Africa,Eastern Africa
16304,2022-09-02,31788.248145928002,Mozambique,Africa,Eastern Africa
16305,2022-09-03,31948.903068893,Mozambique,Africa,Eastern Africa
16306,2022-09-04,30607.855723915996,Mozambique,Africa,Eastern Africa
16307,2022-09-05,31084.40004781899,Mozambique,Africa,Eastern Africa
16308,2022-09-06,30162.779298039983,Mozambique,Africa,Eastern Africa
16309,2022-09-07,29846.408141915952,Mozambique,Africa,Eastern Africa
16310,2022-09-08,45760.70532444796,Mozambique,Africa,Eastern Africa
16311,2022-09-09,45994.91476985792,Mozambique,Africa,Eastern Africa
16312,2022-09-10,54473.02023625296,Mozambique,Africa,Eastern Africa
16313,2022-09-11,53908.25658981,Mozambique,Africa,Eastern Africa
16314,2022-09-12,54627.50751014797,Mozambique,Africa,Eastern Africa
16315,2022-09-13,61258.44299557896,Mozambique,Africa,Eastern Africa
16316,2022-09-14,60941.112436782016,Mozambique,Africa,Eastern Africa
16317,2022-09-15,61595.264714552,Mozambique,Africa,Eastern Africa
16318,2022-09-16,61957.74450995299,Mozambique,Africa,Eastern Africa
16319,2022-09-17,64738.05004117591,Mozambique,Africa,Eastern Africa
16320,2022-09-18,64596.59336571696,Mozambique,Africa,Eastern Africa
16321,2022-09-19,67971.92720475896,Mozambique,Africa,Eastern Africa
16322,2022-09-20,67200.37236865598,Mozambique,Africa,Eastern Africa
16323,2022-09-21,68403.59992746507,Mozambique,Africa,Eastern Africa
16324,2022-09-22,67938.19253280801,Mozambique,Africa,Eastern Africa
16325,2022-09-23,67042.10382230296,Mozambique,Africa,Eastern Africa
16326,2022-09-24,67827.7433254371,Mozambique,Africa,Eastern Africa
16327,2022-09-25,67502.82684485902,Mozambique,Africa,Eastern Africa
16328,2022-09-26,69638.02439656499,Mozambique,Africa,Eastern Africa
16329,2022-09-27,70532.85440787615,Mozambique,Africa,Eastern Africa
16330,2022-09-28,71817.85382572419,Mozambique,Africa,Eastern Africa
16331,2022-09-29,73841.0201935442,Mozambique,Africa,Eastern Africa
16332,2022-09-30,75548.12838910823,Mozambique,Africa,Eastern Africa
16333,2022-10-01,77239.22932390525,Mozambique,Africa,Eastern Africa
16334,2022-10-02,76733.28053411414,Mozambique,Africa,Eastern Africa
16335,2022-10-03,78248.15812067407,Mozambique,Africa,Eastern Africa
16336,2022-10-04,77305.40765306317,Mozambique,Africa,Eastern Africa
16337,2022-10-05,79486.12707178107,Mozambique,Africa,Eastern Africa
16338,2022-10-06,76464.35686740212,Mozambique,Africa,Eastern Africa
16339,2022-10-07,76790.22967250916,Mozambique,Africa,Eastern Africa
16340,2022-10-08,74627.97460750218,Mozambique,Africa,Eastern Africa
16341,2022-10-09,73624.81426514302,Mozambique,Africa,Eastern Africa
16342,2022-10-10,72733.99753599308,Mozambique,Africa,Eastern Africa
16343,2022-10-11,70407.97365600208,Mozambique,Africa,Eastern Africa
16344,2022-10-12,66298.61776095022,Mozambique,Africa,Eastern Africa
16345,2022-10-13,64753.91512391509,Mozambique,Africa,Eastern Africa
16346,2022-10-14,58851.72937751501,Mozambique,Africa,Eastern Africa
16347,2022-10-15,58595.47926241105,Mozambique,Africa,Eastern Africa
16348,2022-10-16,56896.82729570408,Mozambique,Africa,Eastern Africa
16349,2022-10-17,56385.87695966408,Mozambique,Africa,Eastern Africa
16350,2022-10-18,56269.54816862602,Mozambique,Africa,Eastern Africa
16351,2022-10-19,55564.75234397302,Mozambique,Africa,Eastern Africa
16352,2022-10-20,54300.237885862014,Mozambique,Africa,Eastern Africa
16353,2022-10-21,53725.15382147201,Mozambique,Africa,Eastern Africa
16354,2022-10-22,53100.61489209202,Mozambique,Africa,Eastern Africa
16355,2022-10-23,52045.75696619102,Mozambique,Africa,Eastern Africa
16356,2022-10-24,50795.546480501034,Mozambique,Africa,Eastern Africa
16357,2022-10-25,48007.60070938701,Mozambique,Africa,Eastern Africa
16358,2022-10-26,46959.813073501,Mozambique,Africa,Eastern Africa
16359,2022-10-27,45089.14253161397,Mozambique,Africa,Eastern Africa
16360,2022-10-28,43467.13250656596,Mozambique,Africa,Eastern Africa
16361,2022-10-29,37308.889761235965,Mozambique,Africa,Eastern Africa
16362,2022-10-30,35697.44789682297,Mozambique,Africa,Eastern Africa
16363,2022-10-31,35600.99127560097,Mozambique,Africa,Eastern Africa
16364,2022-11-01,35162.38269867096,Mozambique,Africa,Eastern Africa
16365,2022-11-02,35377.277930922,Mozambique,Africa,Eastern Africa
16366,2022-11-03,35433.99414004298,Mozambique,Africa,Eastern Africa
16367,2022-11-04,35300.98856266698,Mozambique,Africa,Eastern Africa
16368,2022-11-05,35504.641097906,Mozambique,Africa,Eastern Africa
16369,2022-11-06,35575.44790543201,Mozambique,Africa,Eastern Africa
16370,2022-11-07,35401.77377045701,Mozambique,Africa,Eastern Africa
16371,2022-11-08,27423.378644886,Mozambique,Africa,Eastern Africa
16372,2022-11-09,26167.547869660993,Mozambique,Africa,Eastern Africa
16373,2022-11-10,26037.01648511402,Mozambique,Africa,Eastern Africa
16374,2022-11-11,25918.09595697601,Mozambique,Africa,Eastern Africa
16375,2022-11-12,25869.97194279498,Mozambique,Africa,Eastern Africa
16376,2022-11-13,25662.74087361299,Mozambique,Africa,Eastern Africa
16377,2022-11-14,8923.123401680994,Mozambique,Africa,Eastern Africa
16378,2022-11-15,8833.741924598999,Mozambique,Africa,Eastern Africa
16379,2022-11-16,8790.173273930995,Mozambique,Africa,Eastern Africa
16380,2022-11-17,8546.355197265997,Mozambique,Africa,Eastern Africa
16381,2022-11-18,8610.937388826998,Mozambique,Africa,Eastern Africa
16382,2022-11-19,8267.538452098004,Mozambique,Africa,Eastern Africa
16383,2022-11-20,8193.336292202,Mozambique,Africa,Eastern Africa
16384,2022-11-21,7810.835662791999,Mozambique,Africa,Eastern Africa
16385,2022-11-22,7750.932080163,Mozambique,Africa,Eastern Africa
16386,2022-11-23,7395.467490075999,Mozambique,Africa,Eastern Africa
16387,2022-11-24,7141.8794420179975,Mozambique,Africa,Eastern Africa
16388,2022-11-25,7175.001164250996,Mozambique,Africa,Eastern Africa
16389,2022-11-26,7101.408466793998,Mozambique,Africa,Eastern Africa
16390,2022-11-27,534.461652378,Mozambique,Africa,Eastern Africa
16391,2022-11-28,427.48153216300005,Mozambique,Africa,Eastern Africa
16392,2022-11-29,401.173316001,Mozambique,Africa,Eastern Africa
16393,2022-11-30,378.28038352100003,Mozambique,Africa,Eastern Africa
16394,2022-12-01,363.10885466,Mozambique,Africa,Eastern Africa
16395,2022-12-02,339.78831963899995,Mozambique,Africa,Eastern Africa
16396,2022-12-03,359.09807170700003,Mozambique,Africa,Eastern Africa
16397,2022-12-04,255.93594054399998,Mozambique,Africa,Eastern Africa
16398,2022-12-05,243.960078422,Mozambique,Africa,Eastern Africa
16399,2022-12-06,194.52970939999997,Mozambique,Africa,Eastern Africa
16400,2022-12-07,138.6886905,Mozambique,Africa,Eastern Africa
16401,2022-12-08,103.813816014,Mozambique,Africa,Eastern Africa
16402,2022-12-09,97.18029869399999,Mozambique,Africa,Eastern Africa
16403,2022-12-10,55.844955857,Mozambique,Africa,Eastern Africa
16404,2022-12-11,60.12414673600001,Mozambique,Africa,Eastern Africa
16405,2022-12-12,58.840415175000004,Mozambique,Africa,Eastern Africa
16406,2022-12-13,31.880286781000002,Mozambique,Africa,Eastern Africa
16407,2022-12-14,12.625324601,Mozambique,Africa,Eastern Africa
16408,2022-12-15,8.987792331,Mozambique,Africa,Eastern Africa
16409,2022-12-16,21.622807837,Mozambique,Africa,Eastern Africa
16410,2022-12-17,24.623372664,Mozambique,Africa,Eastern Africa
16411,2022-12-18,25.907360075,Mozambique,Africa,Eastern Africa
16412,2022-12-19,25.907360075,Mozambique,Africa,Eastern Africa
16413,2022-12-20,22.483244561,Mozambique,Africa,Eastern Africa
16414,2022-12-21,20.985272297999998,Mozambique,Africa,Eastern Africa
16415,2022-12-22,20.985272297999998,Mozambique,Africa,Eastern Africa
16416,2022-12-23,19.701284887,Mozambique,Africa,Eastern Africa
16417,2022-12-24,26.117600577,Mozambique,Africa,Eastern Africa
16418,2022-12-25,19.906231695000002,Mozambique,Africa,Eastern Africa
16419,2022-12-26,15.621825045000001,Mozambique,Africa,Eastern Africa
16420,2022-12-27,15.621825045000001,Mozambique,Africa,Eastern Africa
16421,2022-12-28,18.189783841,Mozambique,Africa,Eastern Africa
16422,2022-12-29,18.189783841,Mozambique,Africa,Eastern Africa
16423,2022-12-30,22.041787447,Mozambique,Africa,Eastern Africa
16424,2022-12-31,16.691767362,Mozambique,Africa,Eastern Africa
16425,2022-01-01,0.0,Burundi,Africa,Eastern Africa
16426,2022-01-02,0.0,Burundi,Africa,Eastern Africa
16427,2022-01-03,0.0,Burundi,Africa,Eastern Africa
16428,2022-01-04,0.0,Burundi,Africa,Eastern Africa
16429,2022-01-05,0.0,Burundi,Africa,Eastern Africa
16430,2022-01-06,0.0,Burundi,Africa,Eastern Africa
16431,2022-01-07,0.0,Burundi,Africa,Eastern Africa
16432,2022-01-08,0.0,Burundi,Africa,Eastern Africa
16433,2022-01-09,0.0,Burundi,Africa,Eastern Africa
16434,2022-01-10,0.0,Burundi,Africa,Eastern Africa
16435,2022-01-11,0.0,Burundi,Africa,Eastern Africa
16436,2022-01-12,0.0,Burundi,Africa,Eastern Africa
16437,2022-01-13,0.0,Burundi,Africa,Eastern Africa
16438,2022-01-14,0.0,Burundi,Africa,Eastern Africa
16439,2022-01-15,0.0,Burundi,Africa,Eastern Africa
16440,2022-01-16,0.0,Burundi,Africa,Eastern Africa
16441,2022-01-17,0.0,Burundi,Africa,Eastern Africa
16442,2022-01-18,0.0,Burundi,Africa,Eastern Africa
16443,2022-01-19,0.0,Burundi,Africa,Eastern Africa
16444,2022-01-20,0.0,Burundi,Africa,Eastern Africa
16445,2022-01-21,0.0,Burundi,Africa,Eastern Africa
16446,2022-01-22,0.0,Burundi,Africa,Eastern Africa
16447,2022-01-23,0.0,Burundi,Africa,Eastern Africa
16448,2022-01-24,0.0,Burundi,Africa,Eastern Africa
16449,2022-01-25,0.0,Burundi,Africa,Eastern Africa
16450,2022-01-26,0.0,Burundi,Africa,Eastern Africa
16451,2022-01-27,0.0,Burundi,Africa,Eastern Africa
16452,2022-01-28,0.0,Burundi,Africa,Eastern Africa
16453,2022-01-29,0.0,Burundi,Africa,Eastern Africa
16454,2022-01-30,0.0,Burundi,Africa,Eastern Africa
16455,2022-01-31,0.0,Burundi,Africa,Eastern Africa
16456,2022-02-01,0.0,Burundi,Africa,Eastern Africa
16457,2022-02-02,0.0,Burundi,Africa,Eastern Africa
16458,2022-02-03,0.0,Burundi,Africa,Eastern Africa
16459,2022-02-04,0.0,Burundi,Africa,Eastern Africa
16460,2022-02-05,0.0,Burundi,Africa,Eastern Africa
16461,2022-02-06,0.0,Burundi,Africa,Eastern Africa
16462,2022-02-07,0.0,Burundi,Africa,Eastern Africa
16463,2022-02-08,0.0,Burundi,Africa,Eastern Africa
16464,2022-02-09,0.0,Burundi,Africa,Eastern Africa
16465,2022-02-10,0.0,Burundi,Africa,Eastern Africa
16466,2022-02-11,0.0,Burundi,Africa,Eastern Africa
16467,2022-02-12,0.0,Burundi,Africa,Eastern Africa
16468,2022-02-13,0.0,Burundi,Africa,Eastern Africa
16469,2022-02-14,0.0,Burundi,Africa,Eastern Africa
16470,2022-02-15,0.0,Burundi,Africa,Eastern Africa
16471,2022-02-16,0.0,Burundi,Africa,Eastern Africa
16472,2022-02-17,0.0,Burundi,Africa,Eastern Africa
16473,2022-02-18,0.0,Burundi,Africa,Eastern Africa
16474,2022-02-19,0.0,Burundi,Africa,Eastern Africa
16475,2022-02-20,0.0,Burundi,Africa,Eastern Africa
16476,2022-02-21,0.0,Burundi,Africa,Eastern Africa
16477,2022-02-22,0.0,Burundi,Africa,Eastern Africa
16478,2022-02-23,0.0,Burundi,Africa,Eastern Africa
16479,2022-02-24,0.0,Burundi,Africa,Eastern Africa
16480,2022-02-25,0.0,Burundi,Africa,Eastern Africa
16481,2022-02-26,0.0,Burundi,Africa,Eastern Africa
16482,2022-02-27,0.0,Burundi,Africa,Eastern Africa
16483,2022-02-28,0.0,Burundi,Africa,Eastern Africa
16484,2022-03-01,0.0,Burundi,Africa,Eastern Africa
16485,2022-03-02,0.0,Burundi,Africa,Eastern Africa
16486,2022-03-03,0.0,Burundi,Africa,Eastern Africa
16487,2022-03-04,0.0,Burundi,Africa,Eastern Africa
16488,2022-03-05,0.0,Burundi,Africa,Eastern Africa
16489,2022-03-06,0.0,Burundi,Africa,Eastern Africa
16490,2022-03-07,0.0,Burundi,Africa,Eastern Africa
16491,2022-03-08,0.0,Burundi,Africa,Eastern Africa
16492,2022-03-09,0.0,Burundi,Africa,Eastern Africa
16493,2022-03-10,0.0,Burundi,Africa,Eastern Africa
16494,2022-03-11,0.0,Burundi,Africa,Eastern Africa
16495,2022-03-12,0.0,Burundi,Africa,Eastern Africa
16496,2022-03-13,0.0,Burundi,Africa,Eastern Africa
16497,2022-03-14,0.0,Burundi,Africa,Eastern Africa
16498,2022-03-15,0.0,Burundi,Africa,Eastern Africa
16499,2022-03-16,0.0,Burundi,Africa,Eastern Africa
16500,2022-03-17,0.0,Burundi,Africa,Eastern Africa
16501,2022-03-18,0.0,Burundi,Africa,Eastern Africa
16502,2022-03-19,0.0,Burundi,Africa,Eastern Africa
16503,2022-03-20,0.0,Burundi,Africa,Eastern Africa
16504,2022-03-21,0.0,Burundi,Africa,Eastern Africa
16505,2022-03-22,0.0,Burundi,Africa,Eastern Africa
16506,2022-03-23,0.0,Burundi,Africa,Eastern Africa
16507,2022-03-24,0.0,Burundi,Africa,Eastern Africa
16508,2022-03-25,0.0,Burundi,Africa,Eastern Africa
